Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1786414739,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414740,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414741,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414742,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414743,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414744,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414745,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414746,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414747,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414748,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414749,50,,Aggregated,4.800000,0.100000,17000,18000,18000,19000,21000,22000,22000,23000,26000,26000,26000,363,4,17000,15952.634435261718,6314.010999999937,26437.02179999991,643.1129476584022
1786414750,50,,Aggregated,0.800000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,383,6,17000,16195.241208094007,6314.010999999937,37355.999399999746,640.2767624020888
1786414751,50,,Aggregated,0.000000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,384,6,17000,16202.980825000011,6314.010999999937,37355.999399999746,640.2239583333334
1786414752,50,,Aggregated,0.000000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,384,6,17000,16202.980825000011,6314.010999999937,37355.999399999746,640.2239583333334
1786414753,50,,Aggregated,0.000000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,384,6,17000,16202.980825000011,6314.010999999937,37355.999399999746,640.2239583333334
1786414754,50,,Aggregated,0.000000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,384,6,17000,16202.980825000011,6314.010999999937,37355.999399999746,640.2239583333334
1786414755,50,,Aggregated,0.000000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,384,6,17000,16202.980825000011,6314.010999999937,37355.999399999746,640.2239583333334
1786414756,50,,Aggregated,0.000000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,384,6,17000,16202.980825000011,6314.010999999937,37355.999399999746,640.2239583333334
1786414757,50,,Aggregated,0.000000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,384,6,17000,16202.980825000011,6314.010999999937,37355.999399999746,640.2239583333334
1786414758,50,,Aggregated,0.000000,0.000000,17000,18000,19000,19000,21000,22000,22000,23000,37000,37000,37000,384,6,17000,16202.980825000011,6314.010999999937,37355.999399999746,640.2239583333334
1786414759,50,,Aggregated,2.100000,0.200000,17000,18000,19000,21000,22000,27000,28000,28000,37000,37000,37000,413,6,17000,16883.19205254238,6314.010999999937,37355.999399999746,640.9007263922518
1786414760,50,,Aggregated,2.100000,0.200000,17000,18000,19000,21000,22000,27000,28000,28000,37000,37000,37000,413,6,17000,16883.19205254238,6314.010999999937,37355.999399999746,640.9007263922518
1786414761,50,,Aggregated,2.100000,0.200000,17000,18000,19000,21000,22000,27000,28000,28000,37000,37000,37000,413,6,17000,16883.19205254238,6314.010999999937,37355.999399999746,640.9007263922518
1786414762,50,,Aggregated,2.100000,0.200000,17000,18000,19000,21000,22000,27000,28000,28000,37000,37000,37000,413,6,17000,16883.19205254238,6314.010999999937,37355.999399999746,640.9007263922518
1786414763,50,,Aggregated,2.100000,0.200000,17000,18000,19000,21000,22000,27000,28000,28000,37000,37000,37000,413,6,17000,16883.19205254238,6314.010999999937,37355.999399999746,640.9007263922518
1786414764,50,,Aggregated,2.100000,0.200000,17000,18000,19000,21000,22000,27000,28000,28000,37000,37000,37000,413,6,17000,16883.19205254238,6314.010999999937,37355.999399999746,640.9007263922518
1786414765,50,,Aggregated,2.100000,0.200000,17000,18000,19000,21000,22000,27000,28000,28000,37000,37000,37000,413,6,17000,16883.19205254238,6314.010999999937,37355.999399999746,640.9007263922518
1786414766,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,433,6,17000,16802.447821247122,6314.010999999937,37355.999399999746,641.0623556581986
1786414767,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414768,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414769,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414770,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414771,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414772,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414773,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414774,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414775,50,,Aggregated,2.900000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,439,6,17000,16690.901945330304,6314.010999999937,37355.999399999746,641.1116173120729
1786414776,50,,Aggregated,2.600000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,448,6,17000,16686.59293750001,6314.010999999937,37355.999399999746,641.40625
1786414777,50,,Aggregated,2.600000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,448,6,17000,16686.59293750001,6314.010999999937,37355.999399999746,641.40625
1786414778,50,,Aggregated,2.600000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,448,6,17000,16686.59293750001,6314.010999999937,37355.999399999746,641.40625
1786414779,50,,Aggregated,2.600000,0.000000,17000,18000,19000,19000,22000,27000,28000,28000,37000,37000,37000,448,6,17000,16686.59293750001,6314.010999999937,37355.999399999746,641.40625
1786414780,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,481,6,17000,16698.011871933486,6314.010999999937,37355.999399999746,641.7318087318088
1786414781,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,481,6,17000,16698.011871933486,6314.010999999937,37355.999399999746,641.7318087318088
1786414782,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
1786414783,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
1786414784,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
1786414785,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
1786414786,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
1786414787,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
1786414788,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
1786414789,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
1786414790,50,,Aggregated,0.900000,0.000000,17000,18000,19000,20000,21000,23000,28000,28000,37000,37000,37000,494,6,17000,16518.85897995953,5607.054499999776,37355.999399999746,641.8805668016195
